Province/State,Country/Region,Date,Confirmed,Deaths,Recovered
,Kenya,1/24/2020,0,0,0
,South Korea,1/24/2020,2,0,0
,Kuwait,1/24/2020,0,0,0
,Kyrgyzstan,1/24/2020,0,0,0
,Latvia,1/24/2020,0,0,0
,Lebanon,1/24/2020,0,0,0
,Liberia,1/24/2020,0,0,0
,Liechtenstein,1/24/2020,0,0,0
,Lithuania,1/24/2020,0,0,0
,Luxembourg,1/24/2020,0,0,0
,Madagascar,1/24/2020,0,0,0
,Malaysia,1/24/2020,0,0,0
,Maldives,1/24/2020,0,0,0
,Malta,1/24/2020,0,0,0
,Mauritania,1/24/2020,0,0,0
,Mauritius,1/24/2020,0,0,0
,Mexico,1/24/2020,0,0,0
,Moldova,1/24/2020,0,0,0
,Monaco,1/24/2020,0,0,0
,Mongolia,1/24/2020,0,0,0
,Montenegro,1/24/2020,0,0,0
,Morocco,1/24/2020,0,0,0
,Namibia,1/24/2020,0,0,0
,Nepal,1/24/2020,0,0,0
Aruba,Netherlands,1/24/2020,0,0,0
Curacao,Netherlands,1/24/2020,0,0,0
Sint Maarten,Netherlands,1/24/2020,0,0,0
,Netherlands,1/24/2020,0,0,0
,New Zealand,1/24/2020,0,0,0
,Nicaragua,1/24/2020,0,0,0
,Niger,1/24/2020,0,0,0
,Nigeria,1/24/2020,0,0,0
,North Macedonia,1/24/2020,0,0,0
,Norway,1/24/2020,0,0,0
,Oman,1/24/2020,0,0,0
,Pakistan,1/24/2020,0,0,0
,Panama,1/24/2020,0,0,0
,Papua New Guinea,1/24/2020,0,0,0
,Paraguay,1/24/2020,0,0,0
,Peru,1/24/2020,0,0,0
,Philippines,1/24/2020,0,0,0
,Poland,1/24/2020,0,0,0
,Portugal,1/24/2020,0,0,0
,Qatar,1/24/2020,0,0,0
,Romania,1/24/2020,0,0,0
,Russia,1/24/2020,0,0,0
,Rwanda,1/24/2020,0,0,0
,Saint Lucia,1/24/2020,0,0,0
,Saint Vincent and the Grenadines,1/24/2020,0,0,0
,San Marino,1/24/2020,0,0,0
,Saudi Arabia,1/24/2020,0,0,0
,Senegal,1/24/2020,0,0,0
,Serbia,1/24/2020,0,0,0
,Seychelles,1/24/2020,0,0,0
,Singapore,1/24/2020,3,0,0
,Slovakia,1/24/2020,0,0,0
,Slovenia,1/24/2020,0,0,0
,Somalia,1/24/2020,0,0,0
,South Africa,1/24/2020,0,0,0
,Spain,1/24/2020,0,0,0
,Sri Lanka,1/24/2020,0,0,0
,Sudan,1/24/2020,0,0,0
,Suriname,1/24/2020,0,0,0
,Sweden,1/24/2020,0,0,0
,Switzerland,1/24/2020,0,0,0
,Taiwan*,1/24/2020,3,0,0
,Tanzania,1/24/2020,0,0,0
,Thailand,1/24/2020,5,0,0
,Togo,1/24/2020,0,0,0
,Trinidad and Tobago,1/24/2020,0,0,0
,Tunisia,1/24/2020,0,0,0
,Turkey,1/24/2020,0,0,0
,Uganda,1/24/2020,0,0,0
,Ukraine,1/24/2020,0,0,0
,United Arab Emirates,1/24/2020,0,0,0
Bermuda,United Kingdom,1/24/2020,0,0,0
Cayman Islands,United Kingdom,1/24/2020,0,0,0
Channel Islands,United Kingdom,1/24/2020,0,0,0
Gibraltar,United Kingdom,1/24/2020,0,0,0
Isle of Man,United Kingdom,1/24/2020,0,0,0
Montserrat,United Kingdom,1/24/2020,0,0,0
,United Kingdom,1/24/2020,0,0,0
,Uruguay,1/24/2020,0,0,0
,US,1/24/2020,2,0,0
,Uzbekistan,1/24/2020,0,0,0
,Venezuela,1/24/2020,0,0,0
,Vietnam,1/24/2020,2,0,0
,Zambia,1/24/2020,0,0,0
,Zimbabwe,1/24/2020,0,0,0
Diamond Princess,Canada,1/24/2020,0,0,0
,Dominica,1/24/2020,0,0,0
,Grenada,1/24/2020,0,0,0
,Mozambique,1/24/2020,0,0,0
,Syria,1/24/2020,0,0,0
,Timor-Leste,1/24/2020,0,0,0
,Belize,1/24/2020,0,0,0
,Laos,1/24/2020,0,0,0
,Libya,1/24/2020,0,0,0
,West Bank and Gaza,1/24/2020,0,0,0
,Guinea-Bissau,1/24/2020,0,0,0
,Mali,1/24/2020,0,0,0
,Saint Kitts and Nevis,1/24/2020,0,0,0
Northwest Territories,Canada,1/24/2020,0,0,0
Yukon,Canada,1/24/2020,0,0,0
,Kosovo,1/24/2020,0,0,0
,Burma,1/24/2020,0,0,0
Anguilla,United Kingdom,1/24/2020,0,0,0
British Virgin Islands,United Kingdom,1/24/2020,0,0,0
Turks and Caicos Islands,United Kingdom,1/24/2020,0,0,0
,MS Zaandam,1/24/2020,0,0,0
,Botswana,1/24/2020,0,0,0
,Burundi,1/24/2020,0,0,0
,Sierra Leone,1/24/2020,0,0,0
,Malawi,1/24/2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,1/24/2020,0,0,0
Saint Pierre and Miquelon,France,1/24/2020,0,0,0
,South Sudan,1/24/2020,0,0,0
,Western Sahara,1/24/2020,0,0,0
,Sao Tome and Principe,1/24/2020,0,0,0
,Yemen,1/24/2020,0,0,0
,Comoros,1/24/2020,0,0,0
,Tajikistan,1/24/2020,0,0,0
,Afghanistan,1/25/2020,0,0,0
,Albania,1/25/2020,0,0,0
,Algeria,1/25/2020,0,0,0
,Andorra,1/25/2020,0,0,0
,Angola,1/25/2020,0,0,0
,Antigua and Barbuda,1/25/2020,0,0,0
,Argentina,1/25/2020,0,0,0
,Armenia,1/25/2020,0,0,0
Australian Capital Territory,Australia,1/25/2020,0,0,0
New South Wales,Australia,1/25/2020,0,0,0
Northern Territory,Australia,1/25/2020,0,0,0
Queensland,Australia,1/25/2020,0,0,0
South Australia,Australia,1/25/2020,0,0,0
Tasmania,Australia,1/25/2020,0,0,0
Victoria,Australia,1/25/2020,0,0,0
Western Australia,Australia,1/25/2020,0,0,0
,Austria,1/25/2020,0,0,0
,Azerbaijan,1/25/2020,0,0,0
,Bahamas,1/25/2020,0,0,0
,Bahrain,1/25/2020,0,0,0
,Bangladesh,1/25/2020,0,0,0
,Barbados,1/25/2020,0,0,0
,Belarus,1/25/2020,0,0,0
,Belgium,1/25/2020,0,0,0
,Benin,1/25/2020,0,0,0
,Bhutan,1/25/2020,0,0,0
,Bolivia,1/25/2020,0,0,0
,Bosnia and Herzegovina,1/25/2020,0,0,0
,Brazil,1/25/2020,0,0,0
,Brunei,1/25/2020,0,0,0
,Bulgaria,1/25/2020,0,0,0
,Burkina Faso,1/25/2020,0,0,0
,Cabo Verde,1/25/2020,0,0,0
,Cambodia,1/25/2020,0,0,0
,Cameroon,1/25/2020,0,0,0
Alberta,Canada,1/25/2020,0,0,0
British Columbia,Canada,1/25/2020,0,0,0
Grand Princess,Canada,1/25/2020,0,0,0
Manitoba,Canada,1/25/2020,0,0,0
New Brunswick,Canada,1/25/2020,0,0,0
Newfoundland and Labrador,Canada,1/25/2020,0,0,0
Nova Scotia,Canada,1/25/2020,0,0,0
Ontario,Canada,1/25/2020,0,0,0
Prince Edward Island,Canada,1/25/2020,0,0,0
Quebec,Canada,1/25/2020,0,0,0
Saskatchewan,Canada,1/25/2020,0,0,0
,Central African Republic,1/25/2020,0,0,0
,Chad,1/25/2020,0,0,0
,Chile,1/25/2020,0,0,0
Anhui,China,1/25/2020,39,0,0
Beijing,China,1/25/2020,41,0,2
Chongqing,China,1/25/2020,57,0,0
Fujian,China,1/25/2020,18,0,0
Gansu,China,1/25/2020,4,0,0
Guangdong,China,1/25/2020,78,0,2
Guangxi,China,1/25/2020,23,0,0
Guizhou,China,1/25/2020,4,0,0
Hainan,China,1/25/2020,19,0,0
Hebei,China,1/25/2020,8,1,0
Heilongjiang,China,1/25/2020,9,1,0
Henan,China,1/25/2020,32,0,0
Hong Kong,China,1/25/2020,5,0,0
Hubei,China,1/25/2020,761,40,32
Hunan,China,1/25/2020,43,0,0
Inner Mongolia,China,1/25/2020,7,0,0
Jiangsu,China,1/25/2020,18,0,1
Jiangxi,China,1/25/2020,18,0,0
Jilin,China,1/25/2020,4,0,0
Liaoning,China,1/25/2020,17,0,0
Macau,China,1/25/2020,2,0,0
Ningxia,China,1/25/2020,3,0,0
Qinghai,China,1/25/2020,1,0,0
Shaanxi,China,1/25/2020,15,0,0
Shandong,China,1/25/2020,27,0,0
Shanghai,China,1/25/2020,33,0,0
Shanxi,China,1/25/2020,6,0,0
Sichuan,China,1/25/2020,28,0,0
Tianjin,China,1/25/2020,10,0,0
Tibet,China,1/25/2020,0,0,0
Xinjiang,China,1/25/2020,3,0,0
Yunnan,China,1/25/2020,11,0,0
Zhejiang,China,1/25/2020,62,0,1
,Colombia,1/25/2020,0,0,0
,Congo (Brazzaville),1/25/2020,0,0,0
,Congo (Kinshasa),1/25/2020,0,0,0
,Costa Rica,1/25/2020,0,0,0
,Cote d'Ivoire,1/25/2020,0,0,0
,Croatia,1/25/2020,0,0,0
,Diamond Princess,1/25/2020,0,0,0
,Cuba,1/25/2020,0,0,0
,Cyprus,1/25/2020,0,0,0
,Czechia,1/25/2020,0,0,0
Faroe Islands,Denmark,1/25/2020,0,0,0
Greenland,Denmark,1/25/2020,0,0,0
,Denmark,1/25/2020,0,0,0
,Djibouti,1/25/2020,0,0,0
,Dominican Republic,1/25/2020,0,0,0
,Ecuador,1/25/2020,0,0,0
,Egypt,1/25/2020,0,0,0
,El Salvador,1/25/2020,0,0,0
,Equatorial Guinea,1/25/2020,0,0,0
,Eritrea,1/25/2020,0,0,0
,Estonia,1/25/2020,0,0,0
,Eswatini,1/25/2020,0,0,0
,Ethiopia,1/25/2020,0,0,0
,Fiji,1/25/2020,0,0,0
,Finland,1/25/2020,0,0,0
French Guiana,France,1/25/2020,0,0,0
French Polynesia,France,1/25/2020,0,0,0
Guadeloupe,France,1/25/2020,0,0,0
Mayotte,France,1/25/2020,0,0,0
New Caledonia,France,1/25/2020,0,0,0
Reunion,France,1/25/2020,0,0,0
Saint Barthelemy,France,1/25/2020,0,0,0
St Martin,France,1/25/2020,0,0,0
Martinique,France,1/25/2020,0,0,0
,France,1/25/2020,3,0,0
,Gabon,1/25/2020,0,0,0
,Gambia,1/25/2020,0,0,0
,Georgia,1/25/2020,0,0,0
,Germany,1/25/2020,0,0,0
,Ghana,1/25/2020,0,0,0
,Greece,1/25/2020,0,0,0
,Guatemala,1/25/2020,0,0,0
,Guinea,1/25/2020,0,0,0
,Guyana,1/25/2020,0,0,0
,Haiti,1/25/2020,0,0,0
,Holy See,1/25/2020,0,0,0
,Honduras,1/25/2020,0,0,0
,Hungary,1/25/2020,0,0,0
,Iceland,1/25/2020,0,0,0
,India,1/25/2020,0,0,0
,Indonesia,1/25/2020,0,0,0
,Iran,1/25/2020,0,0,0
,Iraq,1/25/2020,0,0,0
,Ireland,1/25/2020,0,0,0
,Israel,1/25/2020,0,0,0
,Italy,1/25/2020,0,0,0
,Jamaica,1/25/2020,0,0,0
,Japan,1/25/2020,2,0,0
,Jordan,1/25/2020,0,0,0
,Kazakhstan,1/25/2020,0,0,0
,Kenya,1/25/2020,0,0,0
,South Korea,1/25/2020,2,0,0
,Kuwait,1/25/2020,0,0,0
,Kyrgyzstan,1/25/2020,0,0,0
,Latvia,1/25/2020,0,0,0
,Lebanon,1/25/2020,0,0,0
,Liberia,1/25/2020,0,0,0
,Liechtenstein,1/25/2020,0,0,0
,Lithuania,1/25/2020,0,0,0
,Luxembourg,1/25/2020,0,0,0
,Madagascar,1/25/2020,0,0,0
,Malaysia,1/25/2020,3,0,0
,Maldives,1/25/2020,0,0,0
,Malta,1/25/2020,0,0,0
,Mauritania,1/25/2020,0,0,0
,Mauritius,1/25/2020,0,0,0
,Mexico,1/25/2020,0,0,0
,Moldova,1/25/2020,0,0,0
,Monaco,1/25/2020,0,0,0
,Mongolia,1/25/2020,0,0,0
,Montenegro,1/25/2020,0,0,0
,Morocco,1/25/2020,0,0,0
,Namibia,1/25/2020,0,0,0
,Nepal,1/25/2020,1,0,0
Aruba,Netherlands,1/25/2020,0,0,0
Curacao,Netherlands,1/25/2020,0,0,0
Sint Maarten,Netherlands,1/25/2020,0,0,0
,Netherlands,1/25/2020,0,0,0
,New Zealand,1/25/2020,0,0,0
,Nicaragua,1/25/2020,0,0,0
,Niger,1/25/2020,0,0,0
,Nigeria,1/25/2020,0,0,0
,North Macedonia,1/25/2020,0,0,0
,Norway,1/25/2020,0,0,0
,Oman,1/25/2020,0,0,0
,Pakistan,1/25/2020,0,0,0
,Panama,1/25/2020,0,0,0
,Papua New Guinea,1/25/2020,0,0,0
,Paraguay,1/25/2020,0,0,0
,Peru,1/25/2020,0,0,0
,Philippines,1/25/2020,0,0,0
,Poland,1/25/2020,0,0,0
,Portugal,1/25/2020,0,0,0
,Qatar,1/25/2020,0,0,0
,Romania,1/25/2020,0,0,0
,Russia,1/25/2020,0,0,0
,Rwanda,1/25/2020,0,0,0
,Saint Lucia,1/25/2020,0,0,0
,Saint Vincent and the Grenadines,1/25/2020,0,0,0
,San Marino,1/25/2020,0,0,0
,Saudi Arabia,1/25/2020,0,0,0
,Senegal,1/25/2020,0,0,0
,Serbia,1/25/2020,0,0,0
,Seychelles,1/25/2020,0,0,0
,Singapore,1/25/2020,3,0,0
,Slovakia,1/25/2020,0,0,0
,Slovenia,1/25/2020,0,0,0
,Somalia,1/25/2020,0,0,0
,South Africa,1/25/2020,0,0,0
,Spain,1/25/2020,0,0,0
,Sri Lanka,1/25/2020,0,0,0
,Sudan,1/25/2020,0,0,0
,Suriname,1/25/2020,0,0,0
,Sweden,1/25/2020,0,0,0
,Switzerland,1/25/2020,0,0,0
,Taiwan*,1/25/2020,3,0,0
,Tanzania,1/25/2020,0,0,0
,Thailand,1/25/2020,7,0,0
,Togo,1/25/2020,0,0,0
,Trinidad and Tobago,1/25/2020,0,0,0
,Tunisia,1/25/2020,0,0,0
,Turkey,1/25/2020,0,0,0
,Uganda,1/25/2020,0,0,0
,Ukraine,1/25/2020,0,0,0
,United Arab Emirates,1/25/2020,0,0,0
Bermuda,United Kingdom,1/25/2020,0,0,0
Cayman Islands,United Kingdom,1/25/2020,0,0,0
Channel Islands,United Kingdom,1/25/2020,0,0,0
Gibraltar,United Kingdom,1/25/2020,0,0,0
Isle of Man,United Kingdom,1/25/2020,0,0,0
Montserrat,United Kingdom,1/25/2020,0,0,0
,United Kingdom,1/25/2020,0,0,0
,Uruguay,1/25/2020,0,0,0
,US,1/25/2020,2,0,0
,Uzbekistan,1/25/2020,0,0,0
,Venezuela,1/25/2020,0,0,0
,Vietnam,1/25/2020,2,0,0
,Zambia,1/25/2020,0,0,0
,Zimbabwe,1/25/2020,0,0,0
Diamond Princess,Canada,1/25/2020,0,0,0
,Dominica,1/25/2020,0,0,0
,Grenada,1/25/2020,0,0,0
,Mozambique,1/25/2020,0,0,0
,Syria,1/25/2020,0,0,0
,Timor-Leste,1/25/2020,0,0,0
,Belize,1/25/2020,0,0,0
,Laos,1/25/2020,0,0,0
,Libya,1/25/2020,0,0,0
,West Bank and Gaza,1/25/2020,0,0,0
,Guinea-Bissau,1/25/2020,0,0,0
,Mali,1/25/2020,0,0,0
,Saint Kitts and Nevis,1/25/2020,0,0,0
Northwest Territories,Canada,1/25/2020,0,0,0
Yukon,Canada,1/25/2020,0,0,0
,Kosovo,1/25/2020,0,0,0
,Burma,1/25/2020,0,0,0
Anguilla,United Kingdom,1/25/2020,0,0,0
British Virgin Islands,United Kingdom,1/25/2020,0,0,0
Turks and Caicos Islands,United Kingdom,1/25/2020,0,0,0
,MS Zaandam,1/25/2020,0,0,0
,Botswana,1/25/2020,0,0,0
,Burundi,1/25/2020,0,0,0
,Sierra Leone,1/25/2020,0,0,0
,Malawi,1/25/2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,1/25/2020,0,0,0
Saint Pierre and Miquelon,France,1/25/2020,0,0,0
,South Sudan,1/25/2020,0,0,0
,Western Sahara,1/25/2020,0,0,0
,Sao Tome and Principe,1/25/2020,0,0,0
,Yemen,1/25/2020,0,0,0
,Comoros,1/25/2020,0,0,0
,Tajikistan,1/25/2020,0,0,0
,Afghanistan,1/26/2020,0,0,0
,Albania,1/26/2020,0,0,0
,Algeria,1/26/2020,0,0,0
,Andorra,1/26/2020,0,0,0
,Angola,1/26/2020,0,0,0
,Antigua and Barbuda,1/26/2020,0,0,0
,Argentina,1/26/2020,0,0,0
,Armenia,1/26/2020,0,0,0
Australian Capital Territory,Australia,1/26/2020,0,0,0
New South Wales,Australia,1/26/2020,3,0,0
Northern Territory,Australia,1/26/2020,0,0,0
Queensland,Australia,1/26/2020,0,0,0
South Australia,Australia,1/26/2020,0,0,0
Tasmania,Australia,1/26/2020,0,0,0
Victoria,Australia,1/26/2020,1,0,0
Western Australia,Australia,1/26/2020,0,0,0
,Austria,1/26/2020,0,0,0
,Azerbaijan,1/26/2020,0,0,0
,Bahamas,1/26/2020,0,0,0
,Bahrain,1/26/2020,0,0,0
,Bangladesh,1/26/2020,0,0,0
,Barbados,1/26/2020,0,0,0
,Belarus,1/26/2020,0,0,0
,Belgium,1/26/2020,0,0,0
,Benin,1/26/2020,0,0,0
,Bhutan,1/26/2020,0,0,0
,Bolivia,1/26/2020,0,0,0
,Bosnia and Herzegovina,1/26/2020,0,0,0
,Brazil,1/26/2020,0,0,0
,Brunei,1/26/2020,0,0,0
,Bulgaria,1/26/2020,0,0,0
,Burkina Faso,1/26/2020,0,0,0
,Cabo Verde,1/26/2020,0,0,0
,Cambodia,1/26/2020,0,0,0
,Cameroon,1/26/2020,0,0,0
Alberta,Canada,1/26/2020,0,0,0
British Columbia,Canada,1/26/2020,0,0,0
Grand Princess,Canada,1/26/2020,0,0,0
Manitoba,Canada,1/26/2020,0,0,0
New Brunswick,Canada,1/26/2020,0,0,0
Newfoundland and Labrador,Canada,1/26/2020,0,0,0
Nova Scotia,Canada,1/26/2020,0,0,0
Ontario,Canada,1/26/2020,1,0,0
Prince Edward Island,Canada,1/26/2020,0,0,0
Quebec,Canada,1/26/2020,0,0,0
Saskatchewan,Canada,1/26/2020,0,0,0
,Central African Republic,1/26/2020,0,0,0
,Chad,1/26/2020,0,0,0
,Chile,1/26/2020,0,0,0
Anhui,China,1/26/2020,60,0,0
Beijing,China,1/26/2020,68,0,2
Chongqing,China,1/26/2020,75,0,0
Fujian,China,1/26/2020,35,0,0
Gansu,China,1/26/2020,7,0,0
Guangdong,China,1/26/2020,111,0,2
Guangxi,China,1/26/2020,36,0,0
Guizhou,China,1/26/2020,5,0,0
Hainan,China,1/26/2020,22,0,0
Hebei,China,1/26/2020,13,1,0
Heilongjiang,China,1/26/2020,15,1,0
Henan,China,1/26/2020,83,1,0
Hong Kong,China,1/26/2020,8,0,0
Hubei,China,1/26/2020,1058,52,42
Hunan,China,1/26/2020,69,0,0
Inner Mongolia,China,1/26/2020,7,0,0
Jiangsu,China,1/26/2020,33,0,1
Jiangxi,China,1/26/2020,36,0,0
Jilin,China,1/26/2020,4,0,0
Liaoning,China,1/26/2020,21,0,0
Macau,China,1/26/2020,5,0,0
Ningxia,China,1/26/2020,4,0,0
Qinghai,China,1/26/2020,1,0,0
Shaanxi,China,1/26/2020,22,0,0
Shandong,China,1/26/2020,46,0,0
Shanghai,China,1/26/2020,40,1,0
Shanxi,China,1/26/2020,9,0,0
Sichuan,China,1/26/2020,44,0,0
Tianjin,China,1/26/2020,14,0,0
Tibet,China,1/26/2020,0,0,0
Xinjiang,China,1/26/2020,4,0,0
Yunnan,China,1/26/2020,16,0,0
Zhejiang,China,1/26/2020,104,0,1
,Colombia,1/26/2020,0,0,0
,Congo (Brazzaville),1/26/2020,0,0,0
,Congo (Kinshasa),1/26/2020,0,0,0
,Costa Rica,1/26/2020,0,0,0
,Cote d'Ivoire,1/26/2020,0,0,0
,Croatia,1/26/2020,0,0,0
,Diamond Princess,1/26/2020,0,0,0
,Cuba,1/26/2020,0,0,0
,Cyprus,1/26/2020,0,0,0
,Czechia,1/26/2020,0,0,0
Faroe Islands,Denmark,1/26/2020,0,0,0
Greenland,Denmark,1/26/2020,0,0,0
,Denmark,1/26/2020,0,0,0
,Djibouti,1/26/2020,0,0,0
,Dominican Republic,1/26/2020,0,0,0
,Ecuador,1/26/2020,0,0,0
,Egypt,1/26/2020,0,0,0
,El Salvador,1/26/2020,0,0,0
,Equatorial Guinea,1/26/2020,0,0,0
,Eritrea,1/26/2020,0,0,0
,Estonia,1/26/2020,0,0,0
,Eswatini,1/26/2020,0,0,0
,Ethiopia,1/26/2020,0,0,0
,Fiji,1/26/2020,0,0,0
,Finland,1/26/2020,0,0,0
French Guiana,France,1/26/2020,0,0,0
French Polynesia,France,1/26/2020,0,0,0
Guadeloupe,France,1/26/2020,0,0,0
Mayotte,France,1/26/2020,0,0,0
New Caledonia,France,1/26/2020,0,0,0
Reunion,France,1/26/2020,0,0,0
Saint Barthelemy,France,1/26/2020,0,0,0
St Martin,France,1/26/2020,0,0,0
Martinique,France,1/26/2020,0,0,0
,France,1/26/2020,3,0,0
,Gabon,1/26/2020,0,0,0
,Gambia,1/26/2020,0,0,0
,Georgia,1/26/2020,0,0,0
,Germany,1/26/2020,0,0,0
,Ghana,1/26/2020,0,0,0
,Greece,1/26/2020,0,0,0
,Guatemala,1/26/2020,0,0,0
,Guinea,1/26/2020,0,0,0
,Guyana,1/26/2020,0,0,0
,Haiti,1/26/2020,0,0,0
,Holy See,1/26/2020,0,0,0
,Honduras,1/26/2020,0,0,0
,Hungary,1/26/2020,0,0,0
,Iceland,1/26/2020,0,0,0
,India,1/26/2020,0,0,0
,Indonesia,1/26/2020,0,0,0
,Iran,1/26/2020,0,0,0
,Iraq,1/26/2020,0,0,0
,Ireland,1/26/2020,0,0,0
,Israel,1/26/2020,0,0,0
,Italy,1/26/2020,0,0,0
,Jamaica,1/26/2020,0,0,0
,Japan,1/26/2020,4,0,1
,Jordan,1/26/2020,0,0,0
,Kazakhstan,1/26/2020,0,0,0
,Kenya,1/26/2020,0,0,0
,South Korea,1/26/2020,3,0,0
,Kuwait,1/26/2020,0,0,0
,Kyrgyzstan,1/26/2020,0,0,0
,Latvia,1/26/2020,0,0,0
,Lebanon,1/26/2020,0,0,0
,Liberia,1/26/2020,0,0,0
,Liechtenstein,1/26/2020,0,0,0
,Lithuania,1/26/2020,0,0,0
,Luxembourg,1/26/2020,0,0,0
,Madagascar,1/26/2020,0,0,0
,Malaysia,1/26/2020,4,0,0
,Maldives,1/26/2020,0,0,0
,Malta,1/26/2020,0,0,0
,Mauritania,1/26/2020,0,0,0
,Mauritius,1/26/2020,0,0,0
,Mexico,1/26/2020,0,0,0
,Moldova,1/26/2020,0,0,0
,Monaco,1/26/2020,0,0,0
,Mongolia,1/26/2020,0,0,0
,Montenegro,1/26/2020,0,0,0
,Morocco,1/26/2020,0,0,0
,Namibia,1/26/2020,0,0,0
,Nepal,1/26/2020,1,0,0
Aruba,Netherlands,1/26/2020,0,0,0
Curacao,Netherlands,1/26/2020,0,0,0
Sint Maarten,Netherlands,1/26/2020,0,0,0
,Netherlands,1/26/2020,0,0,0
,New Zealand,1/26/2020,0,0,0
,Nicaragua,1/26/2020,0,0,0
,Niger,1/26/2020,0,0,0
,Nigeria,1/26/2020,0,0,0
,North Macedonia,1/26/2020,0,0,0
,Norway,1/26/2020,0,0,0
,Oman,1/26/2020,0,0,0
,Pakistan,1/26/2020,0,0,0
,Panama,1/26/2020,0,0,0
,Papua New Guinea,1/26/2020,0,0,0
,Paraguay,1/26/2020,0,0,0
,Peru,1/26/2020,0,0,0
,Philippines,1/26/2020,0,0,0
,Poland,1/26/2020,0,0,0
,Portugal,1/26/2020,0,0,0
,Qatar,1/26/2020,0,0,0
,Romania,1/26/2020,0,0,0
,Russia,1/26/2020,0,0,0
,Rwanda,1/26/2020,0,0,0
,Saint Lucia,1/26/2020,0,0,0
,Saint Vincent and the Grenadines,1/26/2020,0,0,0
,San Marino,1/26/2020,0,0,0
,Saudi Arabia,1/26/2020,0,0,0
,Senegal,1/26/2020,0,0,0
,Serbia,1/26/2020,0,0,0
,Seychelles,1/26/2020,0,0,0
,Singapore,1/26/2020,4,0,0
,Slovakia,1/26/2020,0,0,0
,Slovenia,1/26/2020,0,0,0
,Somalia,1/26/2020,0,0,0
,South Africa,1/26/2020,0,0,0
,Spain,1/26/2020,0,0,0
,Sri Lanka,1/26/2020,0,0,0
,Sudan,1/26/2020,0,0,0
,Suriname,1/26/2020,0,0,0
,Sweden,1/26/2020,0,0,0
,Switzerland,1/26/2020,0,0,0
,Taiwan*,1/26/2020,4,0,0
,Tanzania,1/26/2020,0,0,0
,Thailand,1/26/2020,8,0,2
,Togo,1/26/2020,0,0,0
,Trinidad and Tobago,1/26/2020,0,0,0
,Tunisia,1/26/2020,0,0,0
,Turkey,1/26/2020,0,0,0
,Uganda,1/26/2020,0,0,0
,Ukraine,1/26/2020,0,0,0
,United Arab Emirates,1/26/2020,0,0,0
Bermuda,United Kingdom,1/26/2020,0,0,0
Cayman Islands,United Kingdom,1/26/2020,0,0,0
Channel Islands,United Kingdom,1/26/2020,0,0,0
Gibraltar,United Kingdom,1/26/2020,0,0,0
Isle of Man,United Kingdom,1/26/2020,0,0,0
Montserrat,United Kingdom,1/26/2020,0,0,0
,United Kingdom,1/26/2020,0,0,0
,Uruguay,1/26/2020,0,0,0
,US,1/26/2020,5,0,0
,Uzbekistan,1/26/2020,0,0,0
,Venezuela,1/26/2020,0,0,0
,Vietnam,1/26/2020,2,0,0
,Zambia,1/26/2020,0,0,0
,Zimbabwe,1/26/2020,0,0,0
Diamond Princess,Canada,1/26/2020,0,0,0
,Dominica,1/26/2020,0,0,0
,Grenada,1/26/2020,0,0,0
,Mozambique,1/26/2020,0,0,0
,Syria,1/26/2020,0,0,0
,Timor-Leste,1/26/2020,0,0,0
,Belize,1/26/2020,0,0,0
,Laos,1/26/2020,0,0,0
,Libya,1/26/2020,0,0,0
,West Bank and Gaza,1/26/2020,0,0,0
,Guinea-Bissau,1/26/2020,0,0,0
,Mali,1/26/2020,0,0,0
,Saint Kitts and Nevis,1/26/2020,0,0,0
Northwest Territories,Canada,1/26/2020,0,0,0
Yukon,Canada,1/26/2020,0,0,0
,Kosovo,1/26/2020,0,0,0
,Burma,1/26/2020,0,0,0
Anguilla,United Kingdom,1/26/2020,0,0,0
British Virgin Islands,United Kingdom,1/26/2020,0,0,0
Turks and Caicos Islands,United Kingdom,1/26/2020,0,0,0
,MS Zaandam,1/26/2020,0,0,0
,Botswana,1/26/2020,0,0,0
,Burundi,1/26/2020,0,0,0
,Sierra Leone,1/26/2020,0,0,0
,Malawi,1/26/2020,0,0,0
Falkland Islands (Malvinas),United Kingdom,1/26/2020,0,0,0
Saint Pierre and Miquelon,France,1/26/2020,0,0,0
,South Sudan,1/26/2020,0,0,0
,Western Sahara,1/26/2020,0,0,0
,Sao Tome and Principe,1/26/2020,0,0,0
,Yemen,1/26/2020,0,0,0
,Comoros,1/26/2020,0,0,0
,Tajikistan,1/26/2020,0,0,0
,Afghanistan,1/27/2020,0,0,0
,Albania,1/27/2020,0,0,0
,Algeria,1/27/2020,0,0,0
,Andorra,1/27/2020,0,0,0
,Angola,1/27/2020,0,0,0
,Antigua and Barbuda,1/27/2020,0,0,0
,Argentina,1/27/2020,0,0,0
,Armenia,1/27/2020,0,0,0
Australian Capital Territory,Australia,1/27/2020,0,0,0
New South Wales,Australia,1/27/2020,4,0,0
Northern Territory,Australia,1/27/2020,0,0,0
Queensland,Australia,1/27/2020,0,0,0
South Australia,Australia,1/27/2020,0,0,0
Tasmania,Australia,1/27/2020,0,0,0
Victoria,Australia,1/27/2020,1,0,0
Western Australia,Australia,1/27/2020,0,0,0
,Austria,1/27/2020,0,0,0
,Azerbaijan,1/27/2020,0,0,0
,Bahamas,1/27/2020,0,0,0
